# coordinating_conjunction, numeral, determiner, existencial, subordinatingConjunction, adjective, comparativeAdjective, superlativeAdjective, ordinalAdjective_or_numeral, modalAuxiliary, singular_or_massCommun_noun, pluralCommonNoun, preposition, participle, predeterminer, genitiveMarker, personalPronoun, possessivePronoun, adverb, comparativeAdverb, superlativeAdverbs, preposition_or_infinitive, n_verb_baseForm, n_verb_pastTense, n_verb_gerund, n_verb_pastParticiple, n_verb_thirdPersonSingPresent, n_whDeterminer, n_whAdverb, whPronoun, avaliacao
17,1,42,4,16,14,0,0,1,9,68,15,35,8,2,16,29,3,16,0,0,20,13,4,5,8,25,0,4,13,750
7,0,16,1,11,6,0,0,0,6,30,5,13,0,1,4,12,5,10,0,0,7,5,4,3,0,1,0,1,7,0
8,0,33,1,9,14,0,0,0,6,54,14,25,2,0,14,13,3,11,1,0,15,9,1,4,2,17,0,2,5,750
11,1,27,0,2,22,1,0,1,1,67,16,44,5,1,20,7,1,10,1,0,13,7,1,3,5,11,0,3,3,250
15,3,37,1,17,16,0,0,3,7,57,21,35,4,1,13,17,2,13,0,0,20,8,1,1,4,18,0,1,19,700
5,1,21,1,7,37,2,0,1,0,76,20,58,9,0,27,9,0,14,2,0,12,4,2,2,9,7,0,6,5,700
9,0,24,2,7,23,5,0,0,4,43,13,29,7,0,8,8,0,10,5,0,7,2,3,1,8,12,0,1,10,250
13,0,25,1,8,22,3,0,0,2,68,29,34,3,1,13,6,2,10,2,0,12,4,0,5,3,11,0,0,7,600
5,0,34,1,7,19,1,0,0,8,49,16,26,6,3,14,13,4,10,0,0,15,12,2,6,6,12,0,2,8,350
10,1,44,1,11,22,1,0,1,4,68,21,37,3,3,18,21,5,21,3,0,19,14,2,4,3,20,0,2,12,750
7,0,25,0,9,22,2,0,0,0,59,21,42,3,1,21,3,0,9,3,0,17,9,0,3,3,2,0,0,2,700
9,0,28,4,12,17,1,0,0,5,63,27,28,3,0,11,8,3,25,0,0,14,9,1,4,4,15,0,6,9,300
5,0,35,1,10,20,0,0,1,10,54,14,35,7,1,16,7,1,5,0,0,23,15,3,4,7,10,0,5,9,300
13,1,44,4,11,14,2,0,1,11,85,26,47,6,0,22,25,1,27,1,0,25,14,8,2,6,12,0,1,15,450
12,0,23,4,14,13,3,0,0,7,58,26,32,4,2,8,13,3,8,0,0,15,8,0,1,4,14,1,7,10,150
16,3,31,4,10,13,2,0,3,8,53,23,18,6,2,8,16,6,16,1,0,17,10,6,3,8,9,0,2,13,250
5,1,18,0,4,12,2,0,2,1,49,18,25,3,0,7,7,1,12,1,0,13,7,4,3,3,7,0,1,2,350
12,1,29,3,12,26,4,0,1,6,57,13,39,3,0,16,22,4,19,3,0,21,10,1,2,3,16,0,3,12,300
16,3,24,0,2,20,0,0,3,2,74,40,44,9,0,20,4,4,11,1,0,8,4,0,3,9,5,0,2,2,500
5,0,18,0,8,25,1,0,2,2,59,14,36,8,0,16,8,0,14,0,0,15,6,3,5,8,5,0,1,5,400
15,3,40,4,12,12,0,0,4,6,69,14,41,9,4,12,19,1,25,1,0,23,18,4,1,9,12,0,5,6,900
12,0,31,1,20,32,2,0,0,4,92,46,58,11,3,23,12,2,23,2,0,24,12,2,4,11,11,0,5,12,900
8,1,30,3,15,12,1,0,4,10,39,12,20,8,1,9,27,1,14,1,0,17,13,2,2,8,11,0,4,13,350
5,0,23,1,8,14,0,0,0,1,54,14,31,5,0,14,9,0,6,0,0,8,4,0,0,5,8,0,1,9,550
17,0,36,3,22,19,0,0,0,9,77,22,35,10,0,12,11,5,13,0,0,37,31,0,0,10,13,0,1,11,1000
9,0,38,3,5,27,0,0,0,6,48,13,26,5,5,14,8,3,6,0,0,19,16,6,3,5,3,0,3,4,650
15,0,35,1,6,21,0,0,1,6,94,24,57,5,1,23,19,5,16,0,0,20,9,0,6,5,17,0,7,18,500
12,4,25,3,14,18,1,0,4,5,57,22,29,9,1,18,11,3,13,1,0,14,12,0,4,9,18,0,4,9,500
20,1,40,3,12,44,3,0,1,2,96,26,61,5,1,21,17,0,36,4,0,24,10,3,1,5,17,0,5,12,850
12,2,47,0,7,23,2,0,4,1,76,18,51,7,1,23,13,4,13,2,0,15,7,4,5,7,20,0,3,6,600
18,1,38,6,24,26,2,0,1,15,77,12,38,7,1,16,13,2,22,0,0,28,25,2,4,7,25,0,5,14,800
13,0,14,2,9,22,0,0,0,6,54,18,30,3,0,11,15,2,12,0,0,15,11,1,2,4,8,0,2,9,650
3,0,16,1,4,12,0,0,0,2,44,11,30,0,0,12,10,0,15,1,0,8,6,0,3,0,12,0,1,7,200
2,1,22,1,3,12,0,0,1,5,43,14,24,2,0,10,7,2,15,1,0,10,8,3,1,3,9,0,1,3,350
8,0,30,2,11,16,1,0,0,3,74,17,44,6,0,20,15,1,13,0,0,17,12,1,2,6,16,0,7,10,0
7,3,37,1,7,6,1,0,3,4,71,20,44,2,0,16,10,0,20,2,0,29,19,4,3,2,13,0,2,10,450
10,2,33,2,12,31,0,0,3,6,78,26,58,8,0,17,16,0,8,0,0,17,9,1,0,8,21,0,4,11,250
7,1,28,1,4,27,1,0,3,6,71,17,48,6,0,24,5,5,8,1,0,18,13,1,3,6,10,0,3,3,950
6,0,32,3,9,24,0,0,0,9,46,14,20,9,2,7,24,1,23,0,0,14,12,4,1,9,21,0,4,16,500
19,2,63,4,16,29,0,0,4,9,97,29,61,6,6,22,28,9,23,0,0,24,14,4,3,6,22,0,1,23,450
10,0,41,2,11,38,1,0,2,4,96,23,61,5,0,30,15,2,14,3,0,18,9,3,5,5,28,0,2,7,350
4,2,24,1,9,11,0,0,2,2,40,12,26,3,0,13,6,1,5,0,0,4,2,2,4,3,15,0,3,7,300
10,1,30,1,6,15,0,0,2,9,58,18,39,10,0,17,19,6,12,1,0,15,11,1,3,10,13,0,4,5,400
9,1,43,2,9,37,2,0,1,4,107,39,54,7,1,26,11,2,24,4,0,17,13,2,9,7,14,0,5,7,250
6,0,32,1,7,17,2,0,0,7,53,15,33,1,1,9,9,2,8,2,0,14,9,2,7,1,15,0,4,5,300
5,0,30,0,7,25,2,0,0,3,58,17,38,5,1,14,11,2,10,2,0,21,11,2,3,5,9,0,0,4,600
10,0,26,1,4,20,0,0,0,4,65,14,31,7,1,14,8,3,5,1,0,15,5,3,1,7,9,0,0,3,300
7,1,43,2,10,19,2,0,1,8,71,23,53,3,5,25,11,4,7,0,0,30,17,0,5,3,9,0,1,2,650
6,2,28,4,8,20,0,0,2,8,51,18,34,6,0,12,12,1,13,1,0,18,14,1,3,6,12,0,4,7,950
6,0,20,5,14,10,2,0,0,8,52,17,34,9,0,12,17,0,17,4,0,17,9,0,3,9,14,0,3,12,250
6,0,27,0,6,13,1,0,0,2,41,7,18,7,3,10,5,0,8,1,0,9,7,1,0,7,8,0,1,6,550
8,0,24,0,4,32,1,0,0,2,67,25,40,3,1,20,9,0,17,0,0,13,8,0,0,3,9,0,2,5,650
14,0,39,0,22,29,10,0,0,4,70,20,38,6,0,10,24,2,26,4,0,38,26,0,1,6,22,0,4,14,800
3,0,15,3,6,6,0,0,0,4,28,11,15,2,0,4,8,2,3,0,0,7,3,0,1,2,10,0,2,8,250
12,4,38,1,6,14,1,0,4,6,88,14,62,11,2,40,9,1,16,0,0,11,7,7,3,11,17,0,4,6,500
6,0,21,2,10,22,2,0,1,3,50,23,28,9,0,8,13,1,20,2,0,21,12,3,7,9,12,0,7,11,500
7,0,14,1,4,10,2,0,0,5,35,15,19,3,1,10,9,1,15,1,0,8,5,1,2,3,9,0,2,4,400
16,0,37,1,4,30,0,0,2,7,72,17,46,15,1,14,20,7,27,5,0,15,11,7,2,15,14,0,6,8,0
2,0,38,4,15,16,0,0,0,12,77,24,37,2,2,14,17,6,17,3,0,23,15,2,0,2,27,0,2,14,300
20,4,46,3,22,26,2,0,5,6,85,34,47,11,3,15,17,3,33,3,0,27,18,14,7,11,10,0,5,14,350
9,2,34,3,12,36,1,0,2,4,72,21,50,6,0,25,7,1,13,1,0,13,11,1,3,6,8,0,4,5,300
9,4,30,8,16,16,2,0,4,17,59,22,33,8,2,10,20,3,23,2,0,25,23,0,1,8,21,0,4,12,150
10,1,27,2,6,12,0,0,1,5,49,17,20,3,2,9,16,1,19,1,0,10,9,2,2,3,9,0,3,9,400
15,1,40,1,19,10,0,0,2,9,58,29,17,4,3,7,14,6,14,0,0,22,18,1,5,4,13,0,2,13,550
10,4,43,8,20,24,2,0,4,18,83,25,40,11,3,19,17,6,35,3,0,30,27,2,4,12,9,0,4,11,700
9,7,24,2,15,13,0,0,7,6,40,15,27,2,0,14,11,0,20,1,0,14,12,1,1,2,13,0,4,13,450
11,3,24,3,6,14,1,0,3,5,57,16,36,5,1,18,10,5,21,1,0,19,11,0,1,5,20,0,1,8,200
14,1,35,0,6,22,2,0,1,2,79,29,48,8,0,25,8,1,13,1,0,17,7,3,1,8,5,0,1,7,350
3,3,6,2,1,5,0,0,3,5,18,6,18,2,0,5,6,0,7,1,0,8,4,0,0,2,3,0,1,2,0
9,2,31,0,10,15,1,0,3,1,54,11,28,6,2,12,4,1,8,0,0,7,4,9,0,6,5,0,1,8,500
7,2,21,0,5,20,0,0,3,1,47,16,24,5,1,14,16,0,8,1,0,11,5,0,2,5,17,0,3,8,250
19,1,57,9,21,33,1,0,2,15,108,34,62,5,2,26,26,5,24,1,0,33,21,1,0,5,39,0,4,21,500
6,1,27,1,8,16,3,0,1,1,55,17,41,4,0,16,3,3,11,2,0,18,9,0,2,4,11,0,1,2,350
28,3,43,2,12,29,2,0,4,9,95,39,52,7,2,24,23,5,26,4,0,26,16,8,3,7,16,0,3,12,600
4,1,23,1,5,10,1,0,1,0,56,25,28,2,0,14,9,2,10,1,0,9,6,6,6,2,3,0,0,7,200
7,0,29,2,7,17,1,0,0,4,52,21,33,3,0,8,2,8,10,1,0,21,12,0,8,3,6,0,0,1,400
8,0,17,7,10,7,2,0,0,11,28,6,14,0,1,5,7,1,8,0,0,16,15,1,0,0,8,0,4,5,50
5,3,33,0,7,30,0,0,4,7,85,18,57,7,1,26,9,2,15,2,0,19,10,0,2,7,14,0,1,6,700
16,0,23,4,13,11,0,0,0,9,34,14,17,0,5,2,23,3,13,0,0,18,14,0,1,0,6,0,1,13,300
6,1,23,1,10,12,0,0,1,4,45,16,27,5,0,9,10,7,8,1,0,25,17,3,5,5,4,0,2,4,300
15,2,44,2,6,25,3,0,2,5,97,26,74,12,0,34,16,1,22,4,0,18,10,2,1,13,15,0,3,9,700
16,1,38,5,9,29,0,0,2,10,62,22,39,5,2,13,14,6,19,0,0,24,15,0,1,5,15,0,6,8,350
17,2,30,2,16,19,0,0,3,4,60,10,37,6,1,11,15,6,14,1,0,22,16,1,6,6,20,0,1,11,600
9,2,31,1,9,18,2,0,3,7,50,13,32,8,1,11,15,3,7,0,0,26,19,3,3,8,21,0,1,9,600
9,1,25,2,5,14,2,0,1,5,43,13,34,2,5,11,13,0,16,1,0,17,10,1,4,2,17,0,7,3,300
5,0,25,0,5,11,0,0,0,6,42,5,16,2,0,9,10,1,11,0,0,8,8,2,9,2,7,0,4,4,100
3,6,21,2,9,17,1,0,8,3,48,4,30,4,0,17,6,1,10,0,0,9,6,1,2,4,11,0,0,6,300
20,5,31,2,7,25,2,0,5,9,67,23,40,7,3,20,11,2,10,1,0,17,12,2,4,8,12,0,2,8,200
6,2,39,7,8,22,1,0,2,9,68,8,34,4,1,23,8,0,17,3,0,11,8,1,2,4,19,0,4,5,0
6,0,33,3,14,17,3,0,0,4,47,13,21,5,1,9,9,1,16,3,0,8,8,0,3,5,9,0,2,10,450
8,0,27,2,6,20,0,0,0,3,56,13,34,9,1,12,12,2,15,1,0,11,7,1,0,9,14,0,1,10,750
7,1,25,3,8,17,2,0,1,8,46,12,27,0,2,13,14,4,20,3,0,12,9,1,4,0,12,0,3,5,0
15,3,28,2,10,26,2,0,5,6,65,21,39,4,0,15,17,0,17,4,0,19,9,2,3,4,15,1,2,12,700
14,4,49,3,18,27,2,0,4,7,85,36,48,9,0,23,36,5,35,7,0,30,25,4,4,9,22,0,9,13,500
10,0,20,2,3,3,0,0,0,4,30,10,18,2,0,7,12,0,6,0,0,4,3,3,1,2,5,0,1,7,100
9,5,28,2,6,8,0,0,5,10,59,23,39,5,1,17,18,3,8,1,0,14,10,3,3,5,11,0,3,7,500
5,0,22,2,3,19,6,0,1,5,52,19,27,4,1,13,10,0,18,5,0,4,1,2,1,5,6,0,2,7,500
16,1,42,1,17,39,5,0,1,6,97,36,60,8,1,28,19,1,28,5,0,25,14,0,5,8,23,1,0,19,600
6,1,25,0,6,14,0,0,1,4,47,12,20,2,1,12,12,2,10,1,0,18,14,0,3,2,13,0,1,6,800
6,2,40,3,10,22,2,0,4,3,69,23,44,8,1,18,15,6,11,0,0,23,12,2,1,8,12,0,4,10,500
12,0,25,1,9,21,0,0,1,7,71,29,42,4,2,18,12,1,5,0,0,17,12,2,3,4,9,0,4,8,900
15,1,41,1,7,41,0,0,1,6,88,27,52,7,0,25,20,0,11,0,0,23,12,0,4,7,20,0,3,13,600
5,0,29,5,12,19,0,0,0,8,46,11,31,2,1,8,25,0,13,0,0,18,12,0,4,2,15,0,9,8,350
5,0,19,0,7,9,1,0,0,2,44,23,25,4,0,9,10,1,4,1,0,12,8,1,7,4,5,0,3,3,250
13,7,26,1,7,9,0,0,7,4,63,20,43,4,0,30,9,3,15,0,0,12,7,3,0,4,11,0,4,7,600
13,0,32,2,17,20,3,0,1,5,71,28,41,4,0,17,18,1,22,2,0,14,11,1,1,4,14,0,3,8,800
14,3,43,6,14,22,2,0,5,9,82,24,43,8,2,14,29,4,32,3,0,27,19,4,4,8,21,0,3,19,450
5,2,36,1,6,28,3,0,2,8,71,17,41,8,0,16,32,5,37,9,0,18,12,6,1,8,17,0,5,16,800
15,5,41,4,15,22,3,0,5,8,69,22,37,4,2,10,14,2,31,4,0,26,18,4,5,4,13,0,5,7,400
8,0,29,1,10,21,2,0,2,3,63,19,36,12,1,11,11,1,17,2,0,15,6,1,4,12,9,0,2,9,450
4,3,26,4,6,19,1,0,3,3,55,20,29,4,0,10,7,0,11,1,0,16,6,0,0,4,15,0,1,6,0
9,2,50,0,11,22,0,0,2,3,85,14,53,5,0,25,12,3,15,0,0,17,9,0,4,5,16,0,0,9,250
13,0,46,1,16,42,5,0,1,4,84,22,44,8,1,20,11,4,15,6,0,30,19,3,6,8,16,0,0,6,550
15,1,31,5,13,14,3,0,1,13,59,15,33,5,0,13,24,5,25,3,0,30,19,1,4,5,14,0,1,10,300
10,5,37,4,9,19,5,0,5,7,56,15,30,7,3,15,15,2,26,5,0,17,12,3,4,7,20,0,2,10,800
40,2,71,4,29,55,3,0,3,8,184,59,130,27,1,56,30,2,45,3,0,46,18,15,10,29,24,0,4,24,900
15,4,37,3,6,20,5,0,5,8,73,30,44,8,1,19,14,1,24,9,0,10,7,0,4,8,19,0,8,12,500
4,4,20,3,10,13,3,0,4,4,48,21,29,2,0,14,10,2,9,2,0,14,10,3,2,2,2,0,2,3,550
10,3,36,2,18,30,5,0,4,3,89,34,55,5,3,26,13,0,25,6,0,21,13,9,0,5,13,0,5,10,500
10,2,36,1,8,9,0,0,3,6,45,20,40,5,4,17,11,6,19,1,0,14,6,13,3,5,4,0,1,9,500
21,1,35,2,8,25,4,0,2,9,86,28,51,9,1,15,17,2,18,1,0,17,9,1,3,9,14,0,6,9,600
2,1,11,0,6,3,0,0,1,4,23,15,15,1,0,4,11,2,9,1,0,10,9,3,3,1,4,0,1,7,250
11,0,34,4,18,13,0,0,0,7,66,16,44,4,2,23,11,1,21,1,0,12,8,3,4,4,16,0,4,13,500
10,8,38,4,12,24,1,0,8,8,96,33,63,7,2,33,23,3,16,3,0,14,9,2,4,7,18,0,3,16,400
9,3,38,5,16,21,1,0,5,6,87,24,64,13,2,22,14,1,19,2,0,19,13,3,3,13,14,0,4,10,750
7,4,45,0,9,21,2,0,7,3,85,22,54,6,1,20,21,8,27,5,0,21,12,5,2,6,23,0,4,14,800
7,0,33,3,6,15,1,0,0,9,76,11,52,8,0,26,10,1,9,1,0,23,12,4,5,8,8,0,1,7,250
7,0,35,0,9,30,3,0,0,1,62,19,37,8,0,16,17,0,17,2,0,11,7,3,5,8,9,0,4,11,350
10,0,28,2,15,14,2,0,0,6,55,19,37,4,0,11,8,1,9,1,0,17,7,0,4,4,14,0,0,10,250
10,1,21,0,8,8,0,0,3,2,41,6,29,6,0,15,12,5,11,1,0,12,6,4,2,6,6,0,1,9,500
8,4,32,3,5,19,2,0,4,6,67,24,32,10,0,15,12,0,26,3,0,17,11,3,6,10,22,0,5,9,250
10,5,41,6,15,22,3,0,5,11,99,42,62,7,1,25,32,3,32,5,0,22,14,1,2,7,16,0,1,22,600
6,1,46,0,16,11,0,0,1,8,78,33,42,9,0,21,17,5,13,0,0,23,18,1,4,9,12,1,0,21,100
8,0,31,4,17,13,1,0,0,8,45,8,19,7,0,9,11,0,20,1,0,18,14,0,0,7,18,0,2,13,550
12,0,28,2,6,28,2,0,2,4,56,16,41,2,1,17,13,0,12,1,0,16,6,3,3,2,13,0,2,8,400
14,1,21,3,2,5,0,0,1,9,35,15,21,1,0,13,7,2,16,7,0,6,4,1,5,1,14,0,6,4,0
9,3,29,1,8,22,2,0,3,4,53,18,42,4,1,19,9,3,22,3,0,12,9,1,1,4,7,0,5,5,900
5,0,14,3,9,3,0,0,0,4,21,5,11,1,0,3,20,1,17,1,0,14,12,0,1,1,9,0,1,11,0
10,1,30,3,12,14,3,0,1,10,65,30,29,3,2,11,15,6,22,6,0,13,8,1,5,3,17,0,5,13,500
10,0,36,2,7,17,1,0,1,6,64,23,33,4,1,12,11,2,9,0,0,16,10,3,5,4,9,0,3,8,400
8,0,33,1,8,15,0,0,1,3,51,20,26,2,2,9,14,2,4,0,0,14,10,1,2,2,15,1,2,8,250
7,1,27,2,6,17,0,0,1,7,54,15,40,3,1,19,13,0,8,0,0,9,6,3,1,4,8,0,1,9,900
5,5,19,4,1,5,0,0,5,0,17,7,22,0,0,11,12,4,8,4,0,5,1,2,0,0,9,0,1,13,300
18,2,44,1,9,28,0,0,3,2,99,35,64,13,4,22,13,0,17,2,0,21,10,3,8,13,10,0,2,8,400
8,0,27,1,6,12,3,0,0,5,37,20,19,4,1,5,9,2,15,3,0,11,9,0,6,4,7,0,0,5,350
14,0,39,0,9,18,0,0,0,1,77,29,48,8,1,21,20,4,14,1,0,27,16,4,5,8,7,0,7,6,650
8,12,25,6,13,10,1,0,12,10,60,20,47,8,0,22,12,3,19,0,0,20,13,2,2,10,9,0,4,12,450
7,2,44,3,5,12,3,0,2,7,75,22,50,7,1,25,15,5,7,3,0,16,11,11,1,7,9,0,2,8,650
6,0,30,0,7,25,1,0,0,4,70,23,46,3,0,20,14,2,14,2,0,13,6,2,0,3,7,0,2,7,700
7,0,21,10,17,11,1,0,0,12,41,9,16,3,2,7,11,1,14,0,0,15,13,0,0,3,21,0,3,8,200
10,2,29,2,5,19,3,0,2,3,61,15,38,3,1,16,11,9,19,4,0,16,7,1,6,3,6,0,6,6,450
20,1,27,7,18,19,1,0,2,12,90,29,46,5,1,20,20,5,18,1,0,26,21,6,8,5,31,0,3,19,300
6,0,39,1,19,19,2,0,0,12,63,18,28,7,1,9,12,0,21,3,0,21,18,1,3,7,22,0,2,10,400
4,4,32,3,10,22,3,0,4,6,56,12,37,6,1,13,17,1,10,1,0,14,7,1,3,6,12,0,2,10,600
5,0,9,0,8,12,2,0,1,2,29,17,20,5,0,9,12,2,11,2,0,11,8,0,0,5,0,0,1,5,100
8,6,44,2,14,27,2,0,11,5,86,32,49,3,3,20,26,5,25,4,0,23,15,2,5,3,11,0,2,13,600
10,1,23,0,8,29,0,0,1,2,54,15,36,3,2,18,8,0,12,0,0,11,6,0,1,3,9,0,4,7,800
15,1,31,3,11,23,2,0,1,5,66,13,43,6,1,22,38,3,15,4,0,15,9,0,2,6,23,0,6,17,600
12,4,14,0,12,14,1,0,5,3,43,13,31,1,0,10,9,1,10,0,0,12,7,4,0,1,10,0,3,8,400
7,0,27,1,3,10,1,0,1,6,52,25,27,0,3,11,9,4,13,0,0,11,7,0,3,0,5,0,3,5,450
12,2,54,3,14,27,0,0,3,12,87,16,52,7,4,19,10,4,17,1,0,23,15,2,1,7,31,0,4,14,900
4,3,25,4,8,21,0,0,4,4,46,12,26,7,0,9,7,0,15,2,0,8,5,3,5,7,9,0,2,5,400
19,4,45,8,9,16,5,0,4,13,73,25,42,6,4,19,24,8,13,2,0,27,17,2,4,6,8,0,2,17,200
5,0,24,2,13,14,1,0,0,7,41,11,26,1,0,5,17,0,13,1,0,21,17,2,4,1,15,0,2,11,600
14,0,36,1,16,9,2,0,1,10,60,24,47,2,2,18,28,5,19,1,0,24,16,0,2,2,11,0,3,18,500
12,1,29,0,12,19,0,0,1,3,62,14,43,2,0,15,22,1,19,0,0,25,12,1,1,2,28,0,4,10,900
8,0,26,0,9,23,0,0,0,1,42,11,21,2,1,8,21,1,11,0,0,10,7,1,6,2,23,0,6,9,0
5,4,45,6,10,21,0,0,4,13,69,15,43,12,1,18,28,0,21,1,0,20,13,3,3,12,24,0,3,20,900
9,1,25,5,15,18,3,0,1,13,60,23,34,6,0,11,14,0,17,2,0,24,16,1,8,6,6,0,0,10,400
17,3,56,2,17,21,1,0,4,8,96,23,61,11,2,22,13,2,16,5,0,22,8,2,7,11,9,0,2,13,350
12,0,29,1,6,33,1,0,0,9,93,24,73,10,2,38,16,2,14,1,0,22,10,0,5,10,14,0,2,9,0
6,4,26,2,10,17,3,0,4,5,42,10,20,5,0,7,15,2,11,2,0,8,7,2,2,5,13,1,1,9,350
12,1,48,5,22,10,2,0,2,7,80,12,41,10,1,12,23,1,21,2,0,27,18,4,1,10,19,0,3,20,550
11,3,19,0,5,10,0,0,3,2,43,11,33,10,0,10,9,1,13,0,0,11,4,2,1,10,9,0,3,4,500
16,0,31,2,10,11,0,0,0,2,67,28,37,3,3,16,8,8,14,1,0,10,8,0,7,3,4,0,4,6,700
11,1,38,3,14,15,1,0,1,5,72,13,37,7,1,17,19,2,13,0,0,16,13,1,6,7,11,0,3,8,500
7,4,19,3,6,24,3,0,4,3,48,21,29,3,1,11,10,2,10,2,0,11,7,1,3,3,9,0,2,6,350
11,1,45,4,16,35,1,0,2,8,94,30,53,9,4,19,18,5,21,1,0,24,13,8,4,10,13,0,3,13,600
11,0,23,0,4,17,1,0,0,3,59,27,36,9,0,10,16,1,13,1,0,23,17,2,0,9,7,0,1,8,400
13,2,18,4,12,15,0,0,3,12,60,37,34,13,0,12,15,3,14,1,0,18,15,0,4,13,7,1,4,9,300
10,12,42,1,11,27,1,0,12,3,84,26,59,10,0,21,15,1,15,1,0,20,6,3,3,10,19,0,1,10,650
14,0,42,3,11,33,3,0,0,8,85,19,37,8,0,17,19,1,28,3,0,24,18,0,2,8,17,1,4,9,500
16,1,44,7,20,24,5,0,1,19,72,22,31,7,0,8,16,2,18,4,0,31,25,0,6,7,20,0,1,12,250
10,1,32,1,10,19,1,0,6,7,53,13,26,3,1,13,7,2,17,2,0,14,10,1,0,3,12,0,5,8,500
10,1,45,0,5,20,1,0,2,4,62,13,37,4,1,15,12,2,5,3,0,9,1,8,4,4,9,0,2,2,650
17,0,65,0,20,28,9,0,0,5,89,22,50,3,0,19,30,2,25,5,0,26,17,2,6,3,21,0,2,12,500
15,0,34,0,10,12,0,0,1,2,88,33,54,2,0,28,27,4,7,0,0,16,11,1,0,2,11,0,2,15,350
9,0,27,2,8,12,1,0,0,6,52,10,26,6,1,9,10,1,12,1,0,12,9,0,1,6,14,0,1,11,600
10,3,28,2,12,15,0,0,3,11,75,32,50,2,0,23,30,1,20,2,0,18,14,1,3,2,21,1,6,14,150
13,0,27,4,7,21,2,0,2,8,60,17,32,10,4,15,15,7,18,4,0,12,10,0,1,11,17,0,3,9,350
11,0,30,0,15,13,2,0,0,1,47,16,28,15,3,13,19,9,17,3,0,14,7,3,3,15,10,0,3,16,100
9,5,43,2,8,18,2,0,6,6,66,24,41,7,3,15,13,7,17,3,0,27,14,0,6,7,9,0,0,10,500
11,1,27,3,6,13,2,0,1,7,52,12,35,4,0,6,9,0,19,4,0,16,8,0,2,4,22,0,0,6,500
12,2,53,4,17,26,2,0,2,9,94,28,63,11,3,28,16,4,10,1,0,21,11,14,1,12,10,0,4,21,500
6,0,29,2,8,15,0,0,0,4,56,20,30,3,1,14,10,3,7,0,0,11,8,3,0,3,11,0,7,6,900
6,1,25,2,9,26,1,0,2,3,66,11,46,5,0,11,9,2,7,2,0,20,7,0,0,5,13,0,1,10,300
7,1,23,1,8,14,1,0,1,4,48,18,29,4,0,12,8,2,22,2,0,10,7,2,1,4,5,0,1,7,500
8,3,24,3,10,28,1,0,5,3,60,25,36,5,0,18,16,0,17,1,0,15,11,0,0,6,17,0,7,8,150
11,0,49,3,16,9,0,0,0,6,81,23,35,6,3,14,12,8,11,0,0,18,13,0,1,6,22,0,0,13,150
8,3,29,1,8,24,3,0,4,6,65,25,39,4,1,9,12,2,30,3,0,19,10,1,2,4,10,0,7,2,400
12,0,35,0,4,24,1,0,1,2,69,16,42,1,1,21,17,1,14,1,0,16,5,2,4,1,18,0,6,8,800
1,1,22,2,9,11,1,0,2,7,26,4,13,5,3,4,7,3,7,0,0,10,10,0,0,5,11,0,1,4,300
9,1,29,1,10,16,2,0,1,7,65,15,46,7,1,18,17,1,18,1,0,23,14,2,1,7,15,0,6,10,650
8,3,41,2,5,14,0,0,4,4,76,10,42,7,1,14,14,4,13,0,0,13,7,1,4,7,23,0,3,9,100
7,4,22,3,8,13,1,0,4,8,54,20,37,5,0,14,11,1,17,1,0,15,8,4,1,5,11,0,1,12,450
6,2,28,3,7,11,1,0,2,7,65,21,46,5,2,24,10,2,18,1,0,10,4,1,4,5,8,0,2,6,500
11,0,23,3,12,12,2,0,0,4,50,18,24,1,0,16,9,1,5,1,0,11,9,0,2,1,13,0,1,9,250
2,2,26,4,8,9,0,0,2,6,34,9,19,1,4,7,11,5,10,0,0,19,13,0,3,1,12,0,4,7,350
8,2,28,2,13,14,3,0,2,5,43,12,33,1,1,13,19,4,11,2,0,16,11,1,1,1,17,0,3,11,0
8,0,23,3,7,7,1,0,0,9,48,20,23,4,1,10,8,2,15,2,0,13,13,1,2,4,9,0,3,8,200
8,0,33,3,11,10,0,0,0,14,62,4,30,15,0,15,11,2,14,0,0,24,17,0,0,15,16,0,1,9,450
9,7,48,6,22,17,0,0,8,15,76,21,51,4,2,24,17,0,26,1,0,27,19,11,6,5,20,0,6,18,950
13,0,33,0,4,21,2,0,0,3,75,26,54,4,2,22,14,4,20,3,0,17,8,0,2,4,4,1,3,9,800
11,2,34,2,8,22,0,0,2,4,81,18,51,6,0,13,10,0,10,0,0,17,4,4,1,6,13,0,8,5,500
5,0,25,3,10,20,1,0,0,4,55,13,41,3,1,13,27,1,17,3,0,14,9,3,0,3,15,0,1,15,350
7,0,47,2,15,26,2,0,0,8,78,22,43,8,2,12,11,1,13,3,0,30,19,5,1,8,13,0,3,15,450
6,2,46,1,16,29,3,0,2,3,60,17,27,2,2,12,17,5,23,2,0,13,11,5,4,2,14,0,3,13,500
18,1,30,6,10,47,4,0,1,13,79,19,55,8,1,22,12,2,24,3,0,31,15,7,1,8,15,0,3,8,300
2,3,27,2,16,11,3,0,3,5,57,25,29,8,0,14,13,2,9,0,0,18,15,0,2,8,10,0,0,10,800
11,0,48,7,17,24,1,0,0,11,80,24,36,3,4,13,15,5,22,4,0,19,13,1,2,4,21,0,3,19,750
6,3,36,0,5,20,2,0,3,2,50,8,32,5,2,13,13,6,12,2,0,10,4,1,4,5,18,0,0,7,100
